ID,Category,Question,Problem Link,Companies,Difficulty,Status
204,Binary Trees,Lowest Common Ancestor in a Binary Tree,https://practice.geeksforgeeks.org/problems/lowest-common-ancestor-in-a-binary-tree/1, Accolite Amazon American Express Cisco Expedia Flipkart MakeMyTrip Microsoft OYO Room,,
205,Binary Trees,Min distance between two given nodes of a Binary Tree,https://practice.geeksforgeeks.org/problems/min-distance-between-two-given-nodes-of-a-binary-tree/1, Amazon Linkedin MakeMyTrip Ola Cabs Qualcomm Samsung,,
206,Binary Trees,Duplicate Subtrees,https://practice.geeksforgeeks.org/problems/duplicate-subtrees/1,Ola,,
207,Binary Trees,Kth ancestor of a node in binary tree,https://www.geeksforgeeks.org/kth-ancestor-node-binary-tree-set-2/,Josh Technology Group,,
208,Binary Trees,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/,Samsung + Facebook,,
209,Binary Trees,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/, Flipkart InMobi Linkedin MAQ Software Microsoft Paytm Quikr Yahoo,,
210,Binary Trees,Binary Tree to DLL,https://practice.geeksforgeeks.org/problems/binary-tree-to-dll/1, Accolite Amazon Goldman Sachs Microsoft Morgan Stanley Salesforce Snapdeal,,
211,Binary Trees,Print all k-sum paths in a binary tree,https://www.geeksforgeeks.org/print-k-sum-paths-binary-tree/, Accolite Amazon Goldman Sachs ,,
212,Binary Search Trees,Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/, Accolite Amazon Flipkart MAQ Software Microsoft Samsung Synopsys,,
213,Binary Search Trees,Binary Search Tree | Set 1 (Search and Insertion),https://www.geeksforgeeks.org/binary-search-tree-set-1-search-and-insertion/, Accolite Amazon Microsoft Paytm Samsung,,
214,Binary Search Trees,Minimum element in BST,https://practice.geeksforgeeks.org/problems/minimum-element-in-bst/1, Microsoft,,
215,Binary Search Trees,Predecessor and Successor,https://practice.geeksforgeeks.org/problems/predecessor-and-successor/1,Google + Adobe + Goladman Sachs + Direct,,
216,Binary Search Trees,Check whether BST contains Dead End,https://practice.geeksforgeeks.org/problems/check-whether-bst-contains-dead-end/1,Walmart,,
217,Binary Search Trees,Binary Tree to BST,https://practice.geeksforgeeks.org/problems/binary-tree-to-bst/1,HSBC,,
218,Binary Search Trees,Kth largest element in BST,https://practice.geeksforgeeks.org/problems/kth-largest-element-in-bst/1, Accolite Amazon Samsung SAP Labs Microsoft,,
219,Binary Search Trees,Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree/, OYO Rooms Qualcomm Samsung Snapdeal VMWare Walmart Wooker Amazon Facebook,,
220,Binary Search Trees,Kth Smallest Element in a BST,https://leetcode.com/problems/kth-smallest-element-in-a-bst/, Accolite Amazon Google,,
221,Binary Search Trees,Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst/,Adobe Barclays,,
222,Binary Search Trees,Flatten BST to sorted list,https://www.geeksforgeeks.org/flatten-bst-to-sorted-list-increasing-order/, Microsoft,,
223,Binary Search Trees,Preorder to Postorder,https://practice.geeksforgeeks.org/problems/preorder-to-postorder4423/1, Amazon Linkedin Flipkart,,
224,Binary Search Trees,Count BST nodes that lie in a given range,https://practice.geeksforgeeks.org/problems/count-bst-nodes-that-lie-in-a-given-range/1, D-E-Shaw Google,,
225,Binary Search Trees,Populate Inorder Successor for all Nodes,https://practice.geeksforgeeks.org/problems/populate-inorder-successor-for-all-nodes/1,Sap labs,,
226,Binary Search Trees,Convert Normal BST to Balanced BST,https://www.geeksforgeeks.org/convert-normal-bst-balanced-bst/, Paytm,,
227,Binary Search Trees,Merge two BSTs,https://www.geeksforgeeks.org/merge-two-balanced-binary-search-trees/,DE Shaw India,,
228,Binary Search Trees,"Given n appointments, find all conflicting appointments",https://www.geeksforgeeks.org/given-n-appointments-find-conflicting-appointments/,Samsung,,
229,Binary Search Trees,Replace every element,https://www.geeksforgeeks.org/replace-every-element-with-the-least-greater-element-on-its-right/,Samsung,,
230,Binary Search Trees,Construct BST from given preorder traversal,https://www.geeksforgeeks.org/construct-bst-from-given-preorder-traversa/, Adobe Morgan Stanley Microsoft,,
231,Binary Search Trees,Find median of BST in O(n) time and O(1) space,https://www.geeksforgeeks.org/find-median-bst-time-o1-space/, Amazon,,
232,Binary Search Trees,Largest BST in a Binary Tree,https://www.geeksforgeeks.org/largest-bst-binary-tree-set-2/, Amazon D-E-Shaw Samsung Microsoft Flipkart,,
233,Heaps & Hashing,Choose k array elements such that difference of maximum and minimum is minimized,https://www.geeksforgeeks.org/k-numbers-difference-maximum-minimum-k-number-minimized/,,,
234,Heaps & Hashing,Heap Sort,https://www.geeksforgeeks.org/heap-sort/,Adobe,,
235,Heaps & Hashing,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/, Amazon Microsoft,,
236,Heaps & Hashing,k largest elements in an array,https://www.geeksforgeeks.org/k-largestor-smallest-elements-in-an-array/, Amazon Microsoft Walmart Adobe,,
237,Heaps & Hashing,Next Greater Element,https://www.geeksforgeeks.org/next-greater-element/,Amazon + Microsoft + Flipkart + Adobe,,
238,Heaps & Hashing,K’th Smallest/Largest Element in Unsorted Array,https://www.geeksforgeeks.org/kth-smallestlargest-element-unsorted-array/, ABCO Accolite Amazon Cisco Hike Microsoft Snapdeal VMWare Google Adobe,,
239,Heaps & Hashing,Find the maximum repeating number in O(n) time and O(1) extra space,https://www.geeksforgeeks.org/find-the-maximum-repeating-number-in-ok-time/, Accolite Amazon,,
240,Heaps & Hashing,K-th smallest element after removing some integers from natural numbers,https://www.geeksforgeeks.org/k-th-smallest-element-removing-integers-natural-numbers/, ABCO Accolite Amazon Cisco Hike Microsoft Snapdeal VMWare Google Adobe,,
241,Heaps & Hashing,Find k closest elements to a given value,https://www.geeksforgeeks.org/find-k-closest-elements-given-value/, Amazon OYO Rooms,,
242,Heaps & Hashing,K’th largest element in a stream,https://www.geeksforgeeks.org/kth-largest-element-in-a-stream/, Amazon Cisco Hike OYO Rooms Walmart Microsoft Flipkart,,
243,Heaps & Hashing,Connect Ropes,https://www.geeksforgeeks.org/connect-n-ropes-minimum-cost/,Amazoon + Oyo + Goldman Sachs,,
244,Heaps & Hashing,Cuckoo Hashing,https://www.geeksforgeeks.org/cuckoo-hashing/,Amaxon,,
245,Heaps & Hashing,Itinerary from a List of Tickets,https://www.geeksforgeeks.org/find-itinerary-from-a-given-list-of-tickets/,Microsoft + Ola + eBay,,
246,Heaps & Hashing,Largest Subarray with 0 Sum,http://geeksforgeeks.org/find-the-largest-subarray-with-0-sum/, Amazon MakeMyTrip Microsoft,,
247,Heaps & Hashing,Count distinct elements in every window of size  k,https://www.geeksforgeeks.org/count-distinct-elements-in-every-window-of-size-k/, Accolite Amazon Microsoft,,
248,Heaps & Hashing,Group Shifted Strings,https://www.geeksforgeeks.org/group-shifted-string/, Oracle,,
249,Heaps & Hashing,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/, Adobe Amazon Apple Belzabar D-E-Shaw Facebook Flipkart Google Intuit Microsoft Morgan Stanley Ola Cabs Oracle Samsung SAP Labs Yahoo,,
250,Heaps & Hashing,Sliding Window Maximum,https://www.geeksforgeeks.org/sliding-window-maximum-maximum-of-all-subarrays-of-size-k/, Amazon Directi Flipkart Microsoft Google,,
251,Heaps & Hashing,Find the smallest positive number,https://www.geeksforgeeks.org/find-the-smallest-positive-number-missing-from-an-unsorted-array/, Accolite Amazon Samsung Snapdeal,,
252,Heaps & Hashing,Find Surpasser Count of each element in array,https://www.geeksforgeeks.org/find-surpasser-count-of-each-element-in-array/, Amazon Morgan Stanley Ola Cabs SAP Labs,,
253,Heaps & Hashing,Tournament Tree and Binary Heap,https://www.geeksforgeeks.org/tournament-tree-and-binary-heap/, Amazon Ola Cabs Samsung Synopsys Walmart Microsoft,,
254,Heaps & Hashing,Check for palindrome,https://www.geeksforgeeks.org/online-algorithm-for-checking-palindrome-in-a-stream/, Amazon Cisco D-E-Shaw Facebook FactSet Morgan Stanley Paytm Zoho,,
255,Heaps & Hashing,Length of the largest subarray with contiguous elements,https://www.geeksforgeeks.org/length-largest-subarray-contiguous-elements-set-2/, Amazon Intuit Microsoft,,
256,Heaps & Hashing,Palindrome Substring Queries,https://www.geeksforgeeks.org/palindrome-substring-queries/, Amazon Morgan Stanley Ola Cabs SAP Labs,,
257,Heaps & Hashing,Subarray distinct elements,https://www.geeksforgeeks.org/subarrays-distinct-elements/,Microsoft + Ola + eBay,,
258,Heaps & Hashing,Find the recurring function,https://www.geeksforgeeks.org/find-recurring-sequence-fraction/, MAQ Software,,
259,Heaps & Hashing,K maximum sum combinations from two arrays,https://www.geeksforgeeks.org/k-maximum-sum-combinations-two-arrays/, Amazon,,
260,Graphs,BFS,https://practice.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,Samsung + Delhivery + SAP Labs,,
261,Graphs,DFS,https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph/,Samsung + Intuit + Goldman Sachs,,
262,Graphs,Flood Fill Algorithm,https://leetcode.com/problems/flood-fill/,Google + Adobe + Apple,,
263,Graphs,Number of Triangles,https://www.geeksforgeeks.org/number-of-triangles-in-directed-and-undirected-graphs/,IBM,,
264,Graphs,Detect cycle in a graph,https://www.geeksforgeeks.org/detect-cycle-in-a-graph/,Lenksart,,
265,Graphs,Detect cycle in an undirected graph,https://practice.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1,Samsung,,
266,Graphs,Rat in a Maze Problem,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1,Sharechat  + Directi,,
267,Graphs,Steps by Knight,https://practice.geeksforgeeks.org/problems/steps-by-knight5927/1,Samsung ,,
268,Graphs,Clone graph,https://leetcode.com/problems/clone-graph/,Google + MAQ Software + Apple + Facebook,,
269,Graphs,Number of Operations to Make Network Connected,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,Samsung ,,
270,Graphs,Dijkstra’s shortest path algorithm,https://www.geeksforgeeks.org/dijkstras-shortest-path-algorithm-greedy-algo-7/,Amazon ,,
271,Graphs,Topological Sort,https://practice.geeksforgeeks.org/problems/topological-sort/1,Amazon + Google + Flipkart + Oyo + Fipkart + Samsung,,
272,Graphs,Oliver and the Game,https://www.hackerearth.com/practice/algorithms/graphs/topological-sort/practice-problems/algorithm/oliver-and-the-game-3/,Sharechat  + Directi,,
273,Graphs,Minimum time taken by each job to be completed given by a Directed Acyclic Graph,https://www.geeksforgeeks.org/minimum-time-taken-by-each-job-to-be-completed-given-by-a-directed-acyclic-graph/,Amazon,,
274,Graphs,Find whether it is possible to finish all tasks or not from given dependencies,https://www.geeksforgeeks.org/find-whether-it-is-possible-to-finish-all-tasks-or-not-from-given-dependencies/,Directi + Sharechat,,
275,Graphs,Find the number of islands,https://practice.geeksforgeeks.org/problems/find-the-number-of-islands/1,Razorpay,,
276,Graphs,Prim's Algo,https://www.geeksforgeeks.org/prims-minimum-spanning-tree-mst-greedy-algo-5/,Visa,,
277,Graphs,Negative Weighted Cycle,https://practice.geeksforgeeks.org/problems/negative-weight-cycle3504/1,Amazon,,
278,Graphs,Floyd Warshall,https://practice.geeksforgeeks.org/problems/implementing-floyd-warshall2042/1,Google + Uber,,
279,Graphs,Graph Coloring,https://www.geeksforgeeks.org/graph-coloring-applications/,Morgan Stanley,,
280,Graphs,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders/,Goldman Sachs +Makemytrip,,
281,Graphs,Kosaraju's Theorem,https://practice.geeksforgeeks.org/problems/strongly-connected-components-kosarajus-algo/1,Paytm,,
282,Graphs,Journey to moon,https://www.hackerrank.com/challenges/journey-to-the-moon/problem,Lenksart + Payload,,
283,Graphs,Vertex Cover,https://www.geeksforgeeks.org/vertex-cover-problem-set-1-introduction-approximate-algorithm-2/,Intuit,,
284,Graphs,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/description/,Uber + Paypal,,
285,Graphs,Find if there is a path of more than k length from a source,https://www.geeksforgeeks.org/find-if-there-is-a-path-of-more-than-k-length-from-a-source/,Cisco + Intuit,,
286,Graphs,Bellman Ford,https://www.geeksforgeeks.org/detect-negative-cycle-graph-bellman-ford/,Sharechat  + Directi,,
287,Graphs,Bipartitie Graph,https://www.geeksforgeeks.org/bipartite-graph/,Microsoft Flipkart,,
288,Graphs,Word-Ladder,https://leetcode.com/problems/word-ladder/,Microsoft,,
289,Graphs,Allen Dictionary,https://practice.geeksforgeeks.org/problems/alien-dictionary/1,Samsung,,
290,Graphs,Kruskals MST,https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2/, Amazon Cisco Samsung,,
291,Graphs,Total number spanning trees graph,https://www.geeksforgeeks.org/total-number-spanning-trees-graph/, Amazon Cisco Samsung Microsoft Flipkart,,
292,Graphs,Travelling Salesman,https://www.geeksforgeeks.org/travelling-salesman-problem-set-1/,Google + Microsoft + Opera,,
293,Graphs,Find longest path directed acyclic graph,https://www.geeksforgeeks.org/find-longest-path-directed-acyclic-graph/,Google,,
294,Graphs,Two Clique Problem,https://www.geeksforgeeks.org/two-clique-problem-check-graph-can-divided-two-cliques/,Microsoft,,
295,Graphs,Chinese postman,https://www.geeksforgeeks.org/chinese-postman-route-inspection-set-1-introduction/,Intuit,,
296,Graphs,Water Jug,https://www.geeksforgeeks.org/water-jug-problem-using-bfs/,Intuit + Uber,,
297,Tries,Construct a trie from scratch,https://www.geeksforgeeks.org/trie-insert-and-search/, Accolite Amazon D-E-Shaw FactSet Microsoft,,
298,Tries,Print unique rows in a given boolean matrix,https://practice.geeksforgeeks.org/problems/unique-rows-in-boolean-matrix/1, Amazon Zoho,,
299,Tries,Word Break Problem | (Trie solution),https://www.geeksforgeeks.org/word-break-problem-trie-solution/, Amazon Google Hike IBM MAQ Software Microsoft Walmart Zoho,,
300,Tries,"Given a sequence of words, print all anagrams together",https://practice.geeksforgeeks.org/problems/k-anagrams-1/0, Amazon D-E-Shaw Goldman Sachs Morgan Stanley Snapdeal Microsoft,,
301,Tries,Find shortest unique prefix for every word in a given list,https://www.geeksforgeeks.org/find-all-shortest-unique-prefixes-to-represent-each-word-in-a-given-list/, Microsoft Google,,
302,Tries,Implement a Phone Directory,https://practice.geeksforgeeks.org/problems/phone-directory/0,Amazon + Microsoft + Snapdeal,,
303,DP,Knapsack with Duplicate Items,https://practice.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,Amazon,,
304,DP,BBT counter,https://practice.geeksforgeeks.org/problems/bbt-counter4914/1,Microsoft,,
305,DP,Reach a given score,https://practice.geeksforgeeks.org/problems/reach-a-given-score-1587115621/1,Samsung,,
306,DP,Maximum difference of zeros and ones in binary string,https://practice.geeksforgeeks.org/problems/maximum-difference-of-zeros-and-ones-in-binary-string4111/1,Ola,,
307,DP,Climbing Stairs,https://leetcode.com/problems/climbing-stairs/,Intuit,,
308,DP,Permutation Coefficient,https://www.geeksforgeeks.org/permutation-coefficient/,Amazon,,
309,DP,Longest Repeating Subsequence,https://practice.geeksforgeeks.org/problems/longest-repeating-subsequence2004/1,Google + Amazon,,
310,DP,Pairs with specific difference,https://practice.geeksforgeeks.org/problems/pairs-with-specific-difference1533/1,Ola,,
311,DP,Longest subsequence-1,https://practice.geeksforgeeks.org/problems/longest-subsequence-such-that-difference-between-adjacents-is-one4724/1,Amazon,,
312,DP,Coin Change,https://leetcode.com/problems/coin-change/,Microsoft+ Samsung + Barclays + Apple + Adobe,,
313,DP,LIS,https://leetcode.com/problems/longest-increasing-subsequence/,Amazon + Google + Facebook + Fidelity International,,
314,DP,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence/,Siemens + Amazon + Google,,
315,DP,Word Break,https://leetcode.com/problems/word-break/,Amazon + Google + Microsoft + Walmart + Apple + IBM,,
316,DP,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv/, Adobe Amazon Microsoft,,
317,DP,House Robber,https://leetcode.com/problems/house-robber/,Apple + Uber,,
318,DP,Houe Robber 2,https://leetcode.com/problems/house-robber-ii/, Arrays Dynamic Programming,,
319,DP,Decode Ways,https://leetcode.com/problems/decode-ways/,Adobe + Uber,,
320,DP,Unique Paths,https://leetcode.com/problems/unique-paths/,Google + Microsoft,,
321,DP,Jumps Game,https://leetcode.com/problems/jump-game/, Facebook Amazon Microsoft Google,,
322,DP,Knapsack Problem,https://practice.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1, Amazon Directi Flipkart GreyOrange Microsoft Mobicip Morgan Stanley Oracle Payu Snapdeal Visa,,
323,DP,nCr,https://practice.geeksforgeeks.org/problems/ncr1019/1,Google,,
324,DP,Catalan Number,https://www.geeksforgeeks.org/program-nth-catalan-number/,Amazon + Google,,
325,DP,Edit Distance,https://practice.geeksforgeeks.org/problems/edit-distance3702/1,Google + Goldman Sachs + Citrix,,
326,DP,Gold mine,https://www.geeksforgeeks.org/gold-mine-problem/,Samsung,,
327,DP,Assembly Line Scheduling,https://www.geeksforgeeks.org/assembly-line-scheduling-dp-34/,Goldman Sachs,,
328,DP,Maximize The Cut Segments,https://practice.geeksforgeeks.org/problems/cutted-segments1642/1, Amazon OYO Rooms Microsoft,,
329,DP,Maximum sum increasing subsequence,https://practice.geeksforgeeks.org/problems/maximum-sum-increasing-subsequence4749/1, Amazon Morgan Stanley Microsoft,,
330,DP,Count all subsequences having product less than K,https://www.geeksforgeeks.org/count-subsequences-product-less-k/, Goldman Sachs,,
331,DP,Maximum sum increasing subsequence,https://www.geeksforgeeks.org/maximum-subsequence-sum-such-that-no-three-are-consecutive/, Amazon Morgan Stanley Microsoft,,
332,DP,Egg dropping puzzle,https://practice.geeksforgeeks.org/problems/egg-dropping-puzzle-1587115620/1, Amazon D-E-Shaw Goldman Sachs Google Hike MakeMyTrip MAQ Software Myntra Nearbuy Opera Oracle Philips Samsung Service Now Unisys VMWare Microsoft,,
333,DP,Max length chain,https://practice.geeksforgeeks.org/problems/max-length-chain/1, Amazon Microsoft,,
334,DP,Largest Square in Matrix,https://practice.geeksforgeeks.org/problems/largest-square-formed-in-a-matrix0806/1, Amazon Samsung,,
335,DP,Maximum Path Sum,https://practice.geeksforgeeks.org/problems/path-in-matrix3805/1,Amazon + Microsoft + Oyo + Directi,,
336,DP,Minimum Number of Jumps,https://practice.geeksforgeeks.org/problems/minimum-number-of-jumps-1587115620/1, Adobe Amazon Housing.com Moonfrog Labs Walmart Microsoft Google Flipkart,,
337,DP,Minimum removals from array to make max – min <= K,http://geeksforgeeks.org/minimum-removals-array-make-max-min-k/, Amazon,,
338,DP,Longest Common Substring,https://practice.geeksforgeeks.org/problems/longest-common-substring1452/1,Webarch Club,,
339,DP,Longest Palindromic Subsequnce,https://www.geeksforgeeks.org/longest-palindromic-subsequence-dp-12/, Amazon Google,,
340,DP,Longest Alternating Sequence,https://practice.geeksforgeeks.org/problems/longest-alternating-subsequence5951/1,Ola,,
341,DP,Weighted Job Scheduling,https://www.geeksforgeeks.org/weighted-job-scheduling/,Intuit,,
342,DP,Coin Game,https://www.geeksforgeeks.org/coin-game-winner-every-player-three-choices/,Salesforce,,
343,DP,Coin Game Winner,https://www.geeksforgeeks.org/count-derangements-permutation-such-that-no-element-appears-in-its-original-position/,Ola,,
344,DP,Optimal Strategy for a game,https://practice.geeksforgeeks.org/problems/optimal-strategy-for-a-game-1587115620/1,Google + IBM,,
345,DP,Mobile numeric keypad,https://practice.geeksforgeeks.org/problems/mobile-numeric-keypad5456/1, Amazon Microsoft,,
346,DP,Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain/, Amazon Microsoft,,
347,DP,Matrix Chain Multiplication,https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8/,Walmart + Flipkart,,
348,DP,Maximum profit by buying and selling a share at most twice,https://www.geeksforgeeks.org/maximum-profit-by-buying-and-selling-a-share-at-most-twice/, Accolite Amazon Microsoft,,
349,DP,Optimal BST,https://www.geeksforgeeks.org/optimal-binary-search-tree-dp-24/,Google,,
350,DP,Largest Submatrix with sum 0,https://www.geeksforgeeks.org/largest-rectangular-sub-matrix-whose-sum-0/, Amazon MakeMyTrip Microsoft,,
351,DP,Largest area rectangular sub-matrix with equal number of 1’s and 0’s,https://www.geeksforgeeks.org/largest-area-rectangular-sub-matrix-equal-number-1s-0s/, Amazon Directi Intuit MakeMyTrip Microsoft Samsung Google Flipkart,,
352,Bit Manipulation,Count set bits in an integer,https://practice.geeksforgeeks.org/problems/set-bits0143/1,Adobe Apple,,
353,Bit Manipulation,Find the two non-repeating elements in an array of repeating elements,https://practice.geeksforgeeks.org/problems/finding-the-numbers0215/1,Accolite Amazon FactSet Google MakeMyTrip Microsoft Qualcomm Samsung,,
354,Bit Manipulation,Program to find whether a no is power of two,https://practice.geeksforgeeks.org/problems/power-of-2/0,Adobe,,
355,Bit Manipulation,Find position of the only set bit,https://practice.geeksforgeeks.org/problems/find-position-of-set-bit3706/1,Microsoft,,
356,Bit Manipulation,Count number of bits to be flipped to convert A to B,https://practice.geeksforgeeks.org/problems/bit-difference/0,Maq Software,,
357,Bit Manipulation,Count total set bits in all numbers from 1 to n,https://practice.geeksforgeeks.org/problems/count-total-set-bits/0,Microsoft,,
358,Bit Manipulation,Copy set bits in a range,https://www.geeksforgeeks.org/copy-set-bits-in-a-range/,Facebook,,
359,Bit Manipulation,"Calculate square of a number without using *, / and pow()",https://www.geeksforgeeks.org/calculate-square-of-a-number-without-using-and-pow/,Amazon,,
360,Bit Manipulation,"Divide two integers without using multiplication, division and mod operator",https://www.geeksforgeeks.org/divide-two-integers-without-using-multiplication-division-mod-operator/,Microsoft,,
361,Bit Manipulation,Power Set,https://practice.geeksforgeeks.org/problems/power-set4302/1,Google + Adobe + Paytm,,
362,Segment Trees,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable/,,,
363,Segment Trees,Range Minimum Query,https://cp-algorithms.com/sequences/rmq.html,Google Interview Qs,,
364,Segment Trees,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable/,Alibaba,,
365,Segment Trees,Create Sorted Array through Instructions,https://leetcode.com/problems/create-sorted-array-through-instructions/,Samsung + Accolite,,
366,Segment Trees,Count of Range Sum,https://leetcode.com/problems/count-of-range-sum/,Walmart,,
367,Segment Trees,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self/,Codenation Google,,
368,Searching & Sorting,Sort a Nearly Sorted (or K sorted) Array,https://www.geeksforgeeks.org/nearly-sorted-algorithm/,,,
369,Searching & Sorting,How to Efficiently Sort a Big List Dates in 20’s,https://www.geeksforgeeks.org/how-to-efficiently-sort-a-big-list-dates-in-20s/,,,
370,Searching & Sorting,find a repeating and a missing number,https://www.geeksforgeeks.org/find-a-repeating-and-a-missing-number/,,,
371,Searching & Sorting,sort array according count set bits,https://www.geeksforgeeks.org/sort-array-according-count-set-bits/,,,
372,Searching & Sorting,Minimum Swaps to Make Two Array Identical,https://www.geeksforgeeks.org/minimum-swaps-to-make-two-array-identical/,,,
373,Searching & Sorting,Insert in Sorted and Non-Overlapping Interval Array,https://www.geeksforgeeks.org/insert-in-sorted-and-non-overlapping-interval-array/,,,
374,Searching & Sorting,3-Way QuickSort,https://www.geeksforgeeks.org/3-way-quicksort-dutch-national-flag/,,,
375,Backtracking,Match a Pattern and String without Using Regular Expressions,https://www.geeksforgeeks.org/match-a-pattern-and-string-without-using-regular-expressions/,,,
376,Linked List,Josephus Circle implementation using STL list,https://www.geeksforgeeks.org/josephus-circle-using-circular-linked-list/,,,
377,Linked List,Find a triplet from three linked lists with sum equal to a given Number,https://www.geeksforgeeks.org/find-a-triplet-from-three-linked-lists-with-sum-equal-to-a-given-number/,,,
378,Linked List,Pair with given sum,https://www.geeksforgeeks.org/find-pair-given-sum-sorted-singly-linked-without-extra-space/,,,
379,Linked List,Select a random node from a singly linked list,https://www.geeksforgeeks.org/select-a-random-node-from-a-singly-linked-list/,,,
380,Linked List,First non repeating character,https://www.geeksforgeeks.org/find-first-non-repeating-character-stream-characters/,,,
381,Stacks & Queues,Implement Stack using Queue or heap,https://www.geeksforgeeks.org/implement-stack-using-priority-queue-or-heap/,,,
382,Stacks & Queues,Sum of minimum-maximum elements subarrays size-k,https://www.geeksforgeeks.org/sum-minimum-maximum-elements-subarrays-size-k/,,,
383,Stacks & Queues,Minimum time required so that all oranges become rotten,https://www.geeksforgeeks.org/minimum-time-required-so-that-all-oranges-become-rotten/,,,
384,Stacks & Queues,Efficiently implement k-queues single array,https://www.geeksforgeeks.org/efficiently-implement-k-queues-single-array/,,,
385,Greedy,Maximize array sum after k-negation operations,https://www.geeksforgeeks.org/maximize-array-sun-after-k-negation-operations/,,,
386,Greedy,Program for shortest job first or sjf-cpu scheduling set 1 non-preemptive,https://www.geeksforgeeks.org/program-for-shortest-job-first-or-sjf-cpu-scheduling-set-1-non-preemptive/,,,
387,Binary Trees,Check Mirror in N-ary tree,https://practice.geeksforgeeks.org/problems/check-mirror-in-n-ary-tree1528/1,,,
388,Binary Trees,Maximum sum of nodes in Binary tree such that no two are adjacent,https://www.geeksforgeeks.org/maximum-sum-nodes-binary-tree-no-two-adjacent/,,,
389,Binary Search Trees,Brothers From Different Roots,https://practice.geeksforgeeks.org/problems/brothers-from-different-root/1,,,
390,Heaps & Hashing,Check the condition,https://www.geeksforgeeks.org/find-four-elements-a-b-c-and-d-in-an-array-such-that-ab-cd/,,,
391,Heaps & Hashing,Check if an array can be divided into pairs whose sum is divisible by k,https://www.geeksforgeeks.org/check-if-an-array-can-be-divided-into-pairs-whose-sum-is-divisible-by-k/,,,
392,Heaps & Hashing,Design a effective DSA,https://www.geeksforgeeks.org/a-data-structure-question/,,,
393,Heaps & Hashing,Find number of Employees Under every Manager,https://www.geeksforgeeks.org/find-number-of-employees-under-every-manager/,,,
394,Heaps & Hashing,Pancake Sorting,https://www.geeksforgeeks.org/a-pancake-sorting-question/,,,
395,Graphs,Bride in a graph,https://www.geeksforgeeks.org/bridge-in-a-graph/,,,
396,Graphs,Seven Bridges of Königsberg,https://www.geeksforgeeks.org/paths-travel-nodes-using-edgeseven-bridges-konigsberg/,,,
397,DP,Maximum Sum Rectangle,https://practice.geeksforgeeks.org/problems/maximum-sum-rectangle2948/1,,,
398,DP,Interleaved Strings,https://practice.geeksforgeeks.org/problems/interleaved-strings/1,,,
399,DP,Painting the Fence,https://practice.geeksforgeeks.org/problems/painting-the-fence3727/1,,,
400,DP,Largest independent Set,https://www.geeksforgeeks.org/largest-independent-set-problem-dp-26/,,,
401,DP,Minimum cost to fill given weight in a bag,https://practice.geeksforgeeks.org/problems/minimum-cost-to-fill-given-weight-in-a-bag1956/1,,,
402,DP,Boolean Parenthesization,https://practice.geeksforgeeks.org/problems/boolean-parenthesization5610/1,,,
403,DP,Maximum Profit,https://practice.geeksforgeeks.org/problems/maximum-profit4657/1,,,
404,DP,Palindromic Partitioning,https://practice.geeksforgeeks.org/problems/palindromic-patitioning4845/1,,,
